VariantID	Chromosome	Start	End	Type	Classification	Total score	1A-B	2A	2B	2C	2D	2E	2F	2G	2H	2I	2J	2K	2L	3	4A	4B	4C	4D	4E	4F-H	4I	4J	4K	4L	4M	4N	4O	5A	5B	5C	5D	5E	5F	5G	5H	Known or predicted dosage-sensitive genes	All protein coding genes
chr10_127664168_133622588_DUP	chr10	127664168	133622588	DUP	Uncertain significance	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		FOXI2, CLRN3, PTPRE, MKI67, MGMT, EBF3, C10orf143, GLRX3, TCERG1L, PPP2R2D, BNIP3, JAKMIP3, DPYSL4, STK32C, LRRC27, PWWP2B, INPP5A, NKX6-2, CFAP46, ADGRA1, KNDC1, UTF1, VENTX, ADAM8, TUBGCP2, ZNF511, CALY, PRAP1, FUOM, ECHS1, PAOX, MTG1, SPRN, CYP2E1, SYCE1
chr10_12779354_13233585_DUP	chr10	12779354	13233585	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		CAMK1D, CCDC3, OPTN, MCM10, UCMA
chr10_127930394_129786887_DUP	chr10	127930394	129786887	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PTPRE, MKI67, MGMT
chr10_130595488_131691937_DUP	chr10	130595488	131691937	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		TCERG1L
chr10_130881955_131379283_DUP	chr10	130881955	131379283	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		TCERG1L
chr10_131348717_131844995_DUP	chr10	131348717	131844995	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
chr10_131348921_131844995_DUP	chr10	131348921	131844995	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
chr10_131425300_131970991_DUP	chr10	131425300	131970991	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PPP2R2D, BNIP3
chr10_131448228_131943718_DUP	chr10	131448228	131943718	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PPP2R2D
chr10_131457389_131922176_DUP	chr10	131457389	131922176	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PPP2R2D
chr10_131704442_131940164_DUP	chr10	131704442	131940164	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PPP2R2D
chr10_132020110_132384876_DUP	chr10	132020110	132384876	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		JAKMIP3, DPYSL4, STK32C, LRRC27
chr10_132776235_133054797_DUP	chr10	132776235	133054797	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		INPP5A, NKX6-2, CFAP46
chr10_132802264_133370622_DUP	chr10	132802264	133370622	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		CFAP46, ADGRA1, KNDC1, UTF1, VENTX, ADAM8, TUBGCP2, ZNF511, CALY, PRAP1, FUOM, ECHS1
chr10_132890906_132982094_DUP	chr10	132890906	132982094	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		CFAP46
chr10_133088415_133231512_DUP	chr10	133088415	133231512	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ADGRA1, KNDC1, UTF1
chr10_133352229_133613639_DUP	chr10	133352229	133613639	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PRAP1, FUOM, ECHS1, PAOX, MTG1, SPRN, CYP2E1, SYCE1
chr10_133390683_133594628_DUP	chr10	133390683	133594628	DUP	Benign	-1.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PAOX, MTG1, SPRN, CYP2E1, SYCE1
chr10_14936930_15023647_DUP	chr10	14936930	15023647	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		DCLRE1C, MEIG1
chr10_14949046_14972754_DUP	chr10	14949046	14972754	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		DCLRE1C, MEIG1
chr10_1546781_2068061_DUP	chr10	1546781	2068061	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ADARB2
chr10_15676481_15924081_DUP	chr10	15676481	15924081	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ITGA8, MINDY3
chr10_1601172_9203729_DUP	chr10	1601172	9203729	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ADARB2, PFKP, PITRM1, KLF6, AKR1E2, AKR1C1, AKR1C2, AKR1C3, AKR1C4, UCN3, TUBAL3, NET1, CALML5, CALML3, ASB13, TASOR2, GDI2, ANKRD16, FBH1, IL15RA, IL2RA, RBM17, PFKFB3, PRKCQ, SFMBT2, ITIH5, ITIH2, KIN, ATP5F1C, TAF3, GATA3
chr10_16360242_17103666_DUP	chr10	16360242	17103666	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PTER, C1QL3, RSU1, CUBN
chr10_1706739_1744386_DUP	chr10	1706739	1744386	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ADARB2
chr10_17767524_17839747_DUP	chr10	17767524	17839747	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		TMEM236, MRC1
chr10_19088161_32732293_DUP	chr10	19088161	32732293	DUP	Likely pathogenic	0.90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		MALRD1, PLXDC2, NEBL, SKIDA1, MLLT10, DNAJC1, EBLN1, COMMD3-BMI1, COMMD3, BMI1, SPAG6, PIP4K2A, ARMC3, MSRB2, PTF1A, C10orf67, OTUD1, KIAA1217, ARHGAP21, PRTFDC1, ENKUR, THNSL1, GPR158, MYO3A, GAD2, APBB1IP, PDSS1, ABI1, ANKRD26, YME1L1, MASTL, ACBD5, PTCHD3, RAB18, MKX, ARMC4, MPP7, WAC, BAMBI, LYZL1, SVIL, JCAD, MTPAP, MAP3K8, LYZL2, ZNF438, ZEB1, LOC100505502, ARHGAP12, KIF5B, EPC1, CCDC7
chr10_1942566_3029374_DUP	chr10	1942566	3029374	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
chr10_2358890_3170233_DUP	chr10	2358890	3170233	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PFKP, PITRM1
chr10_24237586_24255881_DUP	chr10	24237586	24255881	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		KIAA1217
chr10_2458135_3261686_DUP	chr10	2458135	3261686	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PFKP, PITRM1
chr10_256658_904869_DUP	chr10	256658	904869	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		DIP2C, PRR26, LARP4B
chr10_2582532_3134920_DUP	chr10	2582532	3134920	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PFKP
chr10_26029408_27600889_DUP	chr10	26029408	27600889	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		MYO3A, GAD2, APBB1IP, PDSS1, ABI1, ANKRD26, YME1L1, MASTL, ACBD5, PTCHD3, RAB18
chr10_26056010_27600889_DUP	chr10	26056010	27600889	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		MYO3A, GAD2, APBB1IP, PDSS1, ABI1, ANKRD26, YME1L1, MASTL, ACBD5, PTCHD3, RAB18
chr10_2678781_3058766_DUP	chr10	2678781	3058766	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
chr10_28363498_28710768_DUP	chr10	28363498	28710768	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		WAC, BAMBI
chr10_29560344_30063223_DUP	chr10	29560344	30063223	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		SVIL, JCAD
chr10_3099777_3489234_DUP	chr10	3099777	3489234	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PFKP, PITRM1
chr10_31468089_31622825_DUP	chr10	31468089	31622825	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ZEB1
chr10_34596259_34876143_DUP	chr10	34596259	34876143	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PARD3
chr10_34732138_35305291_DUP	chr10	34732138	35305291	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PARD3, CUL2, CREM
chr10_34763760_35435666_DUP	chr10	34763760	35435666	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PARD3, CUL2, CREM, CCNY
chr10_34772839_34868862_DUP	chr10	34772839	34868862	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		PARD3
chr10_34827089_34992228_DUP	chr10	34827089	34992228	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
chr10_34887224_35218140_DUP	chr10	34887224	35218140	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		CUL2, CREM
chr10_35013608_35184353_DUP	chr10	35013608	35184353	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		CUL2, CREM
chr10_35579567_35801386_DUP	chr10	35579567	35801386	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		GJD4, FZD8
chr10_35607016_35640432_DUP	chr10	35607016	35640432	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		GJD4, FZD8
chr10_36860944_45674428_DUP	chr10	36860944	45674428	DUP	Uncertain significance	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		ANKRD30A, MTRNR2L7, ZNF248, ZNF25, ZNF33A, ZNF37A, ZNF33B, BMS1, RET, CSGALNACT2, RASGEF1A, FXYD4, HNRNPF, ZNF487, ZNF239, ZNF485, ZNF32, CXCL12, TMEM72, RASSF4, DEPP1, ZNF22, OR13A1, ALOX5, MARCHF8, ZFAND4
